no,gender,age,age_group,los,last_login_days_ago,info_vacancy_period,is_take_test_minat,is_experienced,is_need_job,is_auto_apply_job,is_completed_profile,total_docs_upload,is_cv_uploaded,expected_salary,have_additional_skill,usr_group_specialization,apply_job_weekend_weekday_tendency,apply_training_weekend_weekday_tendency,training_level_tendency,education_enthuasiast_lvl,frequency_activity,recency_engagement,user_lifecycle,user_ses,job_sensitivity,searching_job_behavior,work_distance_tendency
171,Pria,31,26-35,1406,846,daily,No,Yes,Yes,No,Yes,0,No,6-7 jt,Yes,Seni / Media / Komunikasi,,,,Moderate,Low,Low,New,A,,Active canidate,
172,Pria,22,18-25,691,684,monthly,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Pemasaran ,,,,Basic,,Low,New,C,,,
173,Wanita,19,18-25,37,34,monthly,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,,Weekday,,,Basic,Low,High,Churn,B,Low,,
174,Pria,27,26-35,1450,685,weekly,No,Yes,Yes,No,Yes,1,No,3-5 jt,Yes,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
175,Wanita,21,18-25,973,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,,
176,Pria,27,26-35,1267,528,,No,Yes,Yes,,Yes,0,Yes,,No,Jasa / Pelayanan,,,,Basic,Low,Medium,New,C,,,
177,Pria,30,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
178,Pria,37,36-45,227,227,monthly,No,Yes,No,No,No,0,No,11-15 jt,No,,,,,Basic,,High,New,A,,,
179,Pria,29,26-35,1611,846,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Pemasaran ,,,,Moderate,,Low,New,A,,Active canidate,
180,Wanita,20,18-25,72,10,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,,Weekday,,,Basic,Low,High,Retain,B,Low,,Same Province
181,Pria,33,26-35,1525,846,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,Weekday,,,Moderate,Low,Low,Churn,A,High,,Same Province
182,Pria,46,46-55,1389,846,daily,No,Yes,Yes,No,No,0,No,6-7 jt,Yes,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Active canidate,
183,Pria,37,36-45,1719,860,2week,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,Low,Churn,B,High,,
184,Pria,28,26-35,250,250,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,High,Churn,B,,Future Candidates,
185,Pria,31,26-35,110,19,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,Weekday,,,Moderate,Low,High,Churn,A,Low,,Same Province
186,Pria,5,<=17,1700,843,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,A,,Future Candidates,
187,Wanita,24,18-25,346,345,weekly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Akuntansi / Keuangan,Weekday,,,Moderate,Low,Medium,Churn,A,High,Active canidate,
188,Pria,22,18-25,183,183,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,Weekend,,,Moderate,Low,High,Churn,A,,Future Candidates,Different Province
189,Pria,36,36-45,1410,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,B,,Active canidate,
190,Pria,4,<=17,1404,860,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,Akuntansi / Keuangan,,,,Basic,,Low,New,C,,,
191,Wanita,25,18-25,1271,528,,No,Yes,No,,Yes,0,No,,No,Manufaktur,,,,Moderate,Low,Medium,New,B,,,
192,Wanita,19,18-25,92,92,,No,Yes,,,Yes,0,No,,No,,,,,Basic,,High,New,,,,
193,Pria,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
194,Wanita,26,26-35,1158,620,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,B,,Passive canidate,
195,Wanita,27,26-35,1086,528,,No,Yes,,,No,0,Yes,,No,Ilmu Pengetahuan,,,,Moderate,,Medium,New,A,,Passive canidate,
196,Wanita,22,18-25,1316,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,Low,Low,New,B,,Active canidate,
197,Wanita,23,18-25,1371,860,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,Active canidate,
198,Pria,27,26-35,1508,860,monthly,No,Yes,Yes,Yes,Yes,0,No,< 3 Jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,,
199,Pria,25,18-25,467,467,monthly,No,Yes,Yes,No,Yes,0,No,8-10 jt,No,Teknologi Informasi (TI),Weekday,,,Moderate,Low,Medium,Churn,A,Low,,Different Province
200,Wanita,27,26-35,683,677,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Seni / Media / Komunikasi,,,,Moderate,,Low,New,A,,Passive canidate,
201,Wanita,20,18-25,983,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,,Low,New,B,,,
202,Pria,52,46-55,54,54,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
203,Pria,31,26-35,944,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,A,,Passive canidate,
204,Pria,48,46-55,940,528,,No,Yes,Yes,,Yes,0,No,,No,Akuntansi / Keuangan,,,,Basic,Low,Medium,New,C,,,
205,Wanita,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
206,Pria,21,18-25,636,636,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,,
207,Pria,3,<=17,1103,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,,,,,Basic,,Low,New,B,,,
208,Pria,29,26-35,709,702,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,,,,,Basic,,Low,New,A,,,
209,Wanita,24,18-25,145,145,,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Keahlian Teknik,Weekday,,,Moderate,Low,High,Churn,B,Low,Future Candidates,
210,Wanita,29,26-35,1910,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,,
211,Pria,30,26-35,859,854,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Moderate,,Low,New,A,,Passive canidate,
212,Wanita,18,18-25,334,334,monthly,No,Yes,No,No,No,0,No,,No,Seni / Media / Komunikasi,,,,Basic,,Medium,New,C,,Future Candidates,
213,Pria,28,26-35,1609,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Moderate,,Low,New,A,,,
214,Wanita,22,18-25,1446,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,B,,,
215,Wanita,24,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
216,Pria,34,26-35,1103,620,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,Passive canidate,
217,Wanita,19,18-25,209,209,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,C,,,
218,Pria,41,36-45,2002,843,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,Low,Low,New,B,,Passive canidate,
219,Pria,26,26-35,1003,848,monthly,No,Yes,No,No,No,1,Yes,3-5 jt,No,Manufaktur,,,,Moderate,,Low,New,A,,Future Candidates,
220,Pria,37,36-45,1903,843,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Moderate,Low,Low,New,A,,Passive canidate,
221,Wanita,20,18-25,1010,860,monthly,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Keahlian Teknik,,,,Basic,,Low,New,C,,,
222,Pria,29,26-35,1517,846,weekly,No,Yes,Yes,Yes,Yes,2,No,6-7 jt,No,Administrasi / GA,,,,Basic,Low,Low,New,A,,Active canidate,
223,Pria,21,18-25,1327,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,Active canidate,
224,Pria,22,18-25,1102,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
225,Wanita,22,18-25,577,576,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,,
226,Wanita,27,26-35,2203,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
227,Pria,23,18-25,81,71,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,,Weekday,,,Basic,Low,High,First Active,B,High,,Different Province
228,Pria,26,26-35,1008,860,weekly,No,Yes,No,No,Yes,0,Yes,6-7 jt,No,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,,
229,Wanita,22,18-25,669,608,,Yes,Yes,Yes,No,Yes,0,Yes,< 3 Jt,Yes,Administrasi / GA,,,,Basic,Low,Low,New,C,,,
230,Wanita,27,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
231,Pria,19,18-25,464,464,monthly,No,Yes,No,No,No,0,No,,No,Keahlian Teknik,,,,Basic,,Medium,New,C,,,
232,Wanita,24,18-25,775,715,,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Manufaktur,,,,Basic,Low,Low,Churn,C,,Future Candidates,
233,Wanita,29,26-35,152,152,monthly,No,Yes,Yes,No,Yes,0,Yes,6-7 jt,No,Ilmu Pengetahuan,Weekday,,,Moderate,Low,High,Churn,A,High,,
234,Wanita,24,18-25,1720,860,weekly,No,Yes,No,No,No,0,No,< 3 Jt,No,Administrasi / GA,,,,Basic,,Low,New,C,,,
235,Wanita,22,18-25,420,420,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Medium,New,A,,,
236,Pria,29,26-35,744,738,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Passive canidate,
237,Pria,25,18-25,1053,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
238,Wanita,24,18-25,113,83,monthly,No,Yes,Yes,No,Yes,0,No,6-7 jt,No,Personalia / SDM / HR,Weekday,,,Moderate,Low,High,Churn,A,Low,Future Candidates,Different Province
239,Pria,20,18-25,261,261,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,High,New,B,,,
240,Pria,25,18-25,1043,860,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,,,,,Basic,,Low,New,C,,,
241,Pria,30,26-35,2242,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,,
242,Pria,23,18-25,1670,860,2week,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
243,Pria,36,36-45,1896,860,2week,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,B,,,
244,Pria,20,18-25,10,10,monthly,No,Yes,Yes,No,Yes,0,No,6-7 jt,No,,Weekday,,,Basic,Low,High,First Active,A,Low,,Same Province
245,Wanita,28,26-35,1037,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,B,,,
246,Wanita,23,18-25,347,347,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Medium,New,B,,,
247,Pria,19,18-25,1011,730,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,,
248,Pria,23,18-25,1085,818,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,,,,,Basic,,Low,New,B,,,
249,Pria,25,18-25,1399,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Penjualan,,,,Basic,Low,Low,New,B,,Active canidate,
250,Wanita,22,18-25,1690,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,Low,Low,New,B,,,
251,Pria,20,18-25,685,679,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,B,,,
252,Wanita,22,18-25,660,654,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
253,Wanita,21,18-25,240,51,monthly,No,Yes,No,No,No,0,No,,No,Ilmu Sosial & Politik,,,,Basic,,High,New,,,,
254,Wanita,20,18-25,1427,620,daily,No,Yes,No,No,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,,
255,Wanita,21,18-25,1190,860,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,Low,Low,New,B,,,
256,Pria,22,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
257,Pria,20,18-25,359,358,monthly,No,Yes,Yes,No,Yes,0,No,8-10 jt,No,,Weekday,,,Basic,Low,Medium,Churn,A,Low,,Different Province
258,Pria,24,18-25,1108,860,monthly,No,Yes,No,No,No,0,No,8-10 jt,No,,,,,Basic,,Low,New,A,,,
259,Pria,21,18-25,709,647,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Keahlian Teknik,,,,Basic,Low,Low,New,B,,Future Candidates,
260,Pria,23,18-25,1465,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,Active canidate,
261,Pria,22,18-25,1395,846,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Future Candidates,
262,Pria,27,26-35,428,403,monthly,Yes,Yes,No,No,Yes,0,No,,No,Ilmu Pengetahuan,,,,Moderate,,Medium,New,A,,Passive canidate,
263,Pria,21,18-25,225,225,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,Weekday,,,Basic,Low,High,Churn,A,,,Same Province
264,Wanita,23,18-25,1020,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,,
265,Pria,23,18-25,56,56,monthly,No,Yes,No,No,Yes,0,No,,No,,,,,Moderate,,High,New,A,,,
266,Wanita,52,46-55,110,110,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
267,Pria,52,46-55,1323,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
268,Wanita,19,18-25,345,345,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,Medium,Churn,A,Low,,Same Province
269,Pria,46,46-55,1174,124,daily,Yes,Yes,Yes,No,Yes,0,Yes,8-10 jt,Yes,Perencanaan & Pengembangan Perusahaan,Weekday,,,Moderate,Low,High,Churn,A,Low,Active canidate,Same Province
270,Wanita,21,18-25,1225,730,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,Low,Low,New,B,,Active canidate,
271,Pria,31,26-35,1629,846,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
272,Wanita,24,18-25,724,675,daily,No,Yes,No,Yes,Yes,0,Yes,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Low,Churn,B,,Active canidate,
273,Pria,25,18-25,263,263,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,High,Churn,B,Low,,Different Province
274,Pria,28,26-35,1265,528,,No,Yes,Yes,,No,0,Yes,,Yes,Akuntansi / Keuangan,,,,Moderate,Low,Medium,New,A,,,
275,Pria,35,26-35,888,828,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,A,,,
276,Wanita,52,46-55,3,3,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
277,Wanita,22,18-25,1015,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Passive canidate,
278,Pria,29,26-35,1089,860,daily,No,Yes,Yes,No,Yes,1,Yes,3-5 jt,Yes,Pendidikan / Pelatihan & Pengembangan,,,,Moderate,,Low,New,B,,Active canidate,
279,Pria,27,26-35,1311,846,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,Low,Churn,B,High,,
280,Wanita,22,18-25,1105,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Future Candidates,
281,Wanita,22,18-25,1102,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,Active canidate,
282,Pria,22,18-25,646,639,monthly,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Bangunan / Konstruksi,,,,Basic,,Low,New,C,,,
283,Pria,24,18-25,340,340,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Manufaktur,,,,Basic,Low,Medium,New,A,,,
284,Wanita,26,26-35,571,514,monthly,Yes,Yes,No,No,Yes,0,Yes,3-5 jt,No,Bangunan / Konstruksi,,,,Moderate,,Medium,New,A,,Passive canidate,
285,Pria,52,46-55,1397,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Seni / Media / Komunikasi,,,,Moderate,Low,Low,New,A,,Active canidate,
286,Pria,25,18-25,999,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Passive canidate,
287,Wanita,23,18-25,576,569,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Medium,New,B,,,
288,Wanita,22,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
289,Pria,26,26-35,924,860,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Ilmu Pengetahuan,Weekend,,,Moderate,Low,Low,Churn,A,,,Same Province
290,Wanita,22,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
291,Pria,36,36-45,1235,528,,No,Yes,No,,No,0,No,,No,Pemasaran ,,,,Moderate,,Medium,New,A,,,
292,Wanita,24,18-25,640,633,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Moderate,Low,Low,New,A,,,
293,Pria,31,26-35,1090,528,,No,Yes,Yes,,No,0,Yes,,No,Pendidikan / Pelatihan & Pengembangan,,,,Moderate,Low,Medium,New,A,,,
294,Pria,19,18-25,200,200,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Penjualan,,,,Basic,,High,New,B,,,
295,Pria,29,26-35,546,539,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Medium,New,A,,,
296,Wanita,30,26-35,1419,846,daily,No,Yes,Yes,No,Yes,0,No,6-7 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
297,Pria,30,26-35,937,860,monthly,No,Yes,Yes,No,No,0,Yes,,No,,,,,Moderate,Low,Low,New,A,,,
298,Pria,27,26-35,1357,846,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Moderate,,Low,New,A,,Passive canidate,
299,Pria,37,36-45,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
300,Wanita,23,18-25,1670,843,2week,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,A,,Future Candidates,
301,Pria,23,18-25,561,555,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Basic,,Medium,New,A,,,
302,Pria,24,18-25,1437,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Active canidate,
303,Pria,26,26-35,1255,528,,No,Yes,Yes,,No,0,Yes,,Yes,Penjualan,,,,Basic,,Medium,New,C,,,
304,Pria,24,18-25,1713,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,,
305,Wanita,33,26-35,1385,846,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,B,,Passive canidate,
306,Pria,32,26-35,1283,528,,No,Yes,Yes,,Yes,0,No,,No,Personalia / SDM / HR,,,,Moderate,Low,Medium,New,A,,Future Candidates,
307,Pria,22,18-25,1449,860,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,C,,,
308,Pria,24,18-25,921,860,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,Active canidate,
309,Pria,30,26-35,1823,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Basic,,Low,New,B,,,
310,Wanita,0,<=17,163,100,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
311,Pria,26,26-35,888,559,daily,No,Yes,Yes,No,Yes,1,Yes,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,B,High,Active canidate,Same Province
312,Wanita,22,18-25,1703,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,,Low,New,B,,,
313,Pria,41,36-45,842,782,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Moderate,Low,Low,New,A,,Active canidate,
314,Pria,23,18-25,1468,860,monthly,No,Yes,Yes,Yes,No,0,No,< 3 Jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,C,,,
315,Pria,26,26-35,1326,846,daily,No,Yes,Yes,No,Yes,3,Yes,3-5 jt,Yes,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Active canidate,
316,Pria,31,26-35,742,682,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Active canidate,
317,Pria,39,36-45,593,317,daily,No,Yes,Yes,No,Yes,0,Yes,6-7 jt,Yes,Penjualan,Weekday,,,Basic,Low,Medium,Churn,A,Low,Active canidate,
318,Pria,29,26-35,570,563,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Medium,New,A,,,
319,Wanita,24,18-25,1363,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Penjualan,,,,Basic,Low,Low,New,B,,Active canidate,
320,Pria,24,18-25,142,142,,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Teknologi Informasi (TI),Weekday,,,Moderate,Low,High,Churn,A,High,,Different Province
321,Wanita,25,18-25,1032,860,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Perencanaan & Pengembangan Perusahaan,,,,Moderate,Low,Low,New,B,,,
322,Pria,26,26-35,918,730,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
323,Pria,28,26-35,600,593,monthly,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,No,Penjualan,Weekday,,,Basic,Low,Low,Churn,A,Low,,Same Province
324,Pria,31,26-35,2210,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Moderate,,Low,New,A,,,
325,Pria,37,36-45,252,252,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,,High,New,A,,Future Candidates,
326,Pria,29,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
327,Pria,20,18-25,382,382,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Medium,New,B,,,
328,Pria,28,26-35,1449,846,weekly,No,Yes,Yes,No,Yes,2,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Active canidate,
329,Wanita,30,26-35,1063,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,,
330,Wanita,23,18-25,1475,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,,
331,Pria,31,26-35,221,191,monthly,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,Weekday,,,Basic,Low,High,Churn,B,Low,Future Candidates,
332,Wanita,20,18-25,767,758,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,A,,Future Candidates,
333,Pria,22,18-25,1432,860,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,,
334,Pria,21,18-25,1471,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,Low,Low,New,B,,,
335,Pria,22,18-25,1355,860,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,B,,Future Candidates,
336,Pria,34,26-35,2199,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Moderate,,Low,New,A,,,
337,Wanita,19,18-25,374,374,monthly,No,Yes,No,No,No,0,No,,No,Personalia / SDM / HR,,,,Basic,,Medium,New,C,,,
338,Pria,39,36-45,776,528,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Moderate,,Medium,New,A,,,
339,Pria,29,26-35,1325,846,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Keahlian Teknik,,,,Moderate,Low,Low,New,A,,Future Candidates,
340,Pria,27,26-35,626,620,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,,
341,Pria,23,18-25,56,56,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,High,New,B,,,
342,Wanita,26,26-35,1413,860,monthly,No,Yes,Yes,Yes,No,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Moderate,,Low,New,B,,,
343,Pria,52,46-55,1308,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,Yes,Keahlian Teknik,,,,Basic,,Low,New,B,,Active canidate,
